chrom,start,end,dose,strength_tier,young,middle,old
chr1,179883085,179883300,10nM,strong,0,0,0
chr1,180167669,180168247,10nM,strong,0,0,0
chr1,180228489,180228855,10nM,strong,0,0,0
chr1,181126973,181127295,10nM,strong,0,0,0
chr1,181133678,181133884,10nM,strong,0,0,0
chr1,182244412,182244770,10nM,strong,0,0,0
chr1,182315259,182315624,10nM,strong,0,0,0
chr1,182603799,182604028,10nM,strong,0,0,0
chr1,183023818,183024232,10nM,strong,0,0,0
chr1,183262887,183263120,10nM,strong,0,0,0
chr1,183569256,183569442,10nM,strong,0,0,0
chr1,184373208,184373506,10nM,strong,0,0,0
chr1,184482922,184483418,10nM,strong,0,0,0
chr1,184484209,184484470,10nM,strong,0,0,0
chr1,184626639,184627021,10nM,strong,0,0,0
chr1,197485861,197486214,10nM,strong,0,0,0
chr1,200016694,200017258,10nM,strong,0,0,0
chr1,200091152,200091358,10nM,strong,0,0,0
chr1,200302203,200302484,10nM,strong,0,0,0
chr1,201170143,201170388,10nM,strong,0,0,0
chr1,201495425,201495685,10nM,strong,0,0,0
chr1,201598046,201598229,10nM,strong,0,0,0
chr1,202016193,202016455,10nM,strong,0,0,0
chr1,202018717,202018980,10nM,strong,0,0,0
chr1,202023164,202023418,10nM,strong,0,0,0
chr1,202058736,202058949,10nM,strong,0,1,0
chr1,202106369,202106687,10nM,strong,0,0,0
chr1,202108220,202108575,10nM,strong,0,0,0
chr1,202112819,202113201,10nM,strong,0,0,0
chr1,202132054,202132310,10nM,strong,0,0,0
chr1,202132547,202132877,10nM,strong,0,0,0
chr1,202254387,202254623,10nM,strong,0,0,0
chr1,202269664,202270107,10nM,strong,0,0,0
chr1,202334723,202334929,10nM,strong,0,0,0
chr1,202335214,202335802,10nM,strong,0,0,0
chr1,202539644,202539827,10nM,strong,0,0,0
chr1,203086690,203087267,10nM,strong,0,0,0
chr1,203089112,203089880,10nM,strong,0,0,0
chr1,204104157,204104408,10nM,strong,0,0,0
chr1,204148825,204149071,10nM,strong,0,0,0
chr1,204380437,204380871,10nM,strong,0,0,0
chr1,204381157,204381409,10nM,strong,0,0,0
chr1,204763627,204763980,10nM,strong,0,0,0
chr1,205506102,205506374,10nM,strong,0,0,0
chr1,206688870,206689223,10nM,strong,1,0,0
chr1,206841984,206842264,10nM,strong,0,0,0
chr1,206843410,206844153,10nM,strong,0,0,1
chr1,206847532,206847962,10nM,strong,0,0,0
chr1,206895222,206895644,10nM,strong,0,0,0
chr1,206898624,206898922,10nM,strong,0,0,0
chr1,206901246,206901573,10nM,strong,0,0,0
chr1,206903576,206904142,10nM,strong,0,0,0
chr1,206906086,206906327,10nM,strong,0,0,0
chr1,207241536,207241895,10nM,strong,0,0,0
chr1,207316250,207316440,10nM,strong,0,0,0
chr1,207950820,207951248,10nM,strong,0,0,0
chr1,209220010,209220314,10nM,strong,0,0,0
chr1,209546422,209546753,10nM,strong,0,0,0
chr1,210366987,210367234,10nM,strong,0,0,0
chr1,211258864,211259193,10nM,strong,0,0,0
chr1,211521484,211521847,10nM,strong,0,0,0
chr1,211735704,211735942,10nM,strong,0,0,0
chr1,212466926,212467243,10nM,strong,0,0,0
chr1,212467712,212467907,10nM,strong,0,0,0
chr1,212557953,212558288,10nM,strong,0,0,0
chr1,215425159,215425546,10nM,strong,0,0,0
chr1,215481991,215482576,10nM,strong,0,0,0
chr1,215540222,215540609,10nM,strong,0,0,0
chr1,218480807,218481008,10nM,strong,0,0,0
chr1,219884104,219884330,10nM,strong,0,0,0
chr1,223149044,223149483,10nM,strong,0,0,0
chr1,223212525,223212940,10nM,strong,0,0,0
chr1,223319400,223319694,10nM,strong,0,0,0
chr1,223444484,223444868,10nM,strong,0,0,0
chr1,223655007,223655518,10nM,strong,0,0,0
chr1,224204941,224205189,10nM,strong,1,0,0
chr1,227894054,227894335,10nM,strong,0,0,0
chr1,229162241,229162612,10nM,strong,0,0,0
chr1,229165370,229165809,10nM,strong,0,0,0
chr1,229221397,229221742,10nM,strong,0,0,0
chr1,229223410,229223711,10nM,strong,0,0,0
chr1,230057695,230058206,10nM,strong,0,0,0
chr1,232193026,232193373,10nM,strong,0,0,0
chr1,233615338,233615585,10nM,strong,0,0,0
chr1,233636061,233636360,10nM,strong,0,0,0
chr1,233704998,233705618,10nM,strong,0,0,0
chr1,233714911,233715319,10nM,strong,0,0,0
chr1,234724836,234725093,10nM,strong,0,0,0
chr1,234875573,234875843,10nM,strong,0,0,0
chr1,234876196,234876789,10nM,strong,0,0,0
chr1,234960075,234960285,10nM,strong,0,0,0
chr1,234963176,234963521,10nM,strong,0,0,0
chr1,234963633,234963859,10nM,strong,0,0,0
chr1,235068475,235068712,10nM,strong,0,0,0
chr1,235296096,235296335,10nM,strong,0,0,0
chr1,244050175,244050438,10nM,strong,0,0,0
chr1,244239270,244239474,10nM,strong,0,0,0
chr1,247104436,247104645,10nM,strong,0,0,0
chr10,88418,88726,10nM,strong,0,1,0
chr10,90196,90516,10nM,strong,0,0,0
chr10,92525,92810,10nM,strong,0,0,0
chr10,112223,112446,10nM,strong,0,0,0
chr10,126424,127337,10nM,strong,0,0,0
chr10,373507,373755,10nM,strong,0,0,0
chr10,436229,436481,10nM,strong,0,0,0
chr10,517291,517616,10nM,strong,0,0,0
chr10,3468219,3468408,10nM,strong,0,0,0
chr10,3482738,3483079,10nM,strong,0,0,1
chr10,3906344,3906666,10nM,strong,0,0,0
chr10,4127863,4128503,10nM,strong,0,0,0
chr10,4279716,4280078,10nM,strong,0,0,0
chr10,5488217,5488636,10nM,strong,0,1,0
chr10,5496620,5496899,10nM,strong,0,0,0
chr10,5503564,5503830,10nM,strong,0,0,0
chr10,5545031,5545364,10nM,strong,0,0,0
chr10,5546133,5546348,10nM,strong,0,0,0
chr10,5548281,5548491,10nM,strong,0,0,0
chr10,5551577,5551776,10nM,strong,0,0,0
chr10,5656586,5656990,10nM,strong,0,0,0
chr10,5659913,5660632,10nM,strong,0,0,0
chr10,6153321,6153608,10nM,strong,0,1,0
chr10,6154733,6155078,10nM,strong,0,0,0
chr10,6200752,6200961,10nM,strong,0,0,0
chr10,6296725,6297072,10nM,strong,0,0,0
chr10,6297558,6298361,10nM,strong,0,0,0
chr10,8084895,8085167,10nM,strong,0,0,0
chr10,8128288,8128858,10nM,strong,0,0,0
chr10,8725958,8726401,10nM,strong,0,0,0
chr10,8752468,8752836,10nM,strong,0,0,0
chr10,8856906,8857176,10nM,strong,0,0,0
chr10,8951423,8951776,10nM,strong,0,0,0
chr10,9036785,9036977,10nM,strong,0,0,0
chr10,9038170,9038601,10nM,strong,0,0,0
chr10,9187050,9187390,10nM,strong,0,0,0
chr10,9188062,9188882,10nM,strong,0,0,0
chr10,11831577,11831861,10nM,strong,0,0,0
chr10,12605799,12606125,10nM,strong,0,0,0
chr10,12872635,12873040,10nM,strong,0,1,0
chr10,12873155,12873666,10nM,strong,0,1,0
chr10,12881831,12882281,10nM,strong,0,0,0
chr10,14074366,14074706,10nM,strong,0,0,0
chr10,14407567,14407956,10nM,strong,0,0,0
chr10,15461225,15461797,10nM,strong,0,0,1
chr10,17445534,17446195,10nM,strong,0,0,0
chr10,19177794,19178184,10nM,strong,0,0,0
chr10,19232406,19232729,10nM,strong,0,1,0
chr10,22003041,22003224,10nM,strong,0,0,0
chr10,22583683,22584196,10nM,strong,0,0,0
chr10,22633008,22633416,10nM,strong,0,0,0
chr10,22683336,22683626,10nM,strong,0,0,0
chr10,26982142,26982487,10nM,strong,0,0,0
chr10,28495954,28497048,10nM,strong,0,0,0
chr10,28900425,28900611,10nM,strong,0,0,0
chr10,28925367,28925854,10nM,strong,0,0,0
chr10,28939768,28940154,10nM,strong,0,0,0
chr10,29105104,29105305,10nM,strong,0,0,0
chr10,29107927,29108267,10nM,strong,0,0,0
chr10,29124781,29125368,10nM,strong,1,0,0
chr10,29622460,29622774,10nM,strong,0,0,0
chr10,29630232,29630720,10nM,strong,0,0,0
chr10,29812143,29812805,10nM,strong,0,1,0
chr10,31759069,31759373,10nM,strong,0,0,0
chr10,33041995,33042279,10nM,strong,0,0,0
chr10,34427396,34427748,10nM,strong,0,0,0
chr10,43026337,43026808,10nM,strong,0,0,0
chr10,43038024,43038315,10nM,strong,0,0,0
chr10,43044727,43044979,10nM,strong,0,0,0
chr10,43082155,43082431,10nM,strong,0,0,0
chr10,43110712,43111144,10nM,strong,0,0,0
chr10,44173238,44173911,10nM,strong,0,0,0
chr10,44244109,44244298,10nM,strong,0,0,0
chr10,44245042,44245281,10nM,strong,0,0,0
chr10,44259148,44259394,10nM,strong,0,0,0
chr10,44640923,44641310,10nM,strong,0,0,0
chr10,44642083,44642421,10nM,strong,0,0,0
chr10,46033627,46033858,10nM,strong,0,0,0
chr10,46048075,46048436,10nM,strong,0,0,0
chr10,46558696,46558914,10nM,strong,0,0,0
chr10,48287913,48288299,10nM,strong,0,0,0
chr10,48288816,48289113,10nM,strong,0,0,0
chr10,52313337,52313538,10nM,strong,0,0,0
chr10,59323093,59323654,10nM,strong,0,0,0
chr10,60848203,60849068,10nM,strong,0,0,0
chr10,60942914,60943176,10nM,strong,0,0,0
chr10,61409854,61410182,10nM,strong,0,0,0
chr10,63628714,63629007,10nM,strong,0,0,0
chr10,63630549,63631309,10nM,strong,0,0,0
chr10,63711820,63712632,10nM,strong,0,0,0
chr10,67788597,67788882,10nM,strong,0,0,0
chr10,68811552,68811943,10nM,strong,0,1,0
chr10,69213618,69214079,10nM,strong,0,0,0
chr10,69315062,69315477,10nM,strong,0,0,0
chr10,69316187,69316541,10nM,strong,0,0,0
chr10,69319409,69319659,10nM,strong,0,0,0
chr10,69439356,69439692,10nM,strong,0,1,0
chr10,70867104,70867302,10nM,strong,0,1,0
chr10,71512912,71513445,10nM,strong,0,0,0
chr10,72261581,72261781,10nM,strong,0,0,0
chr10,72272605,72272944,10nM,strong,0,0,0
chr10,72331653,72331863,10nM,strong,0,0,0
chr10,73965765,73966095,10nM,strong,0,0,0
chr10,74743358,74743689,10nM,strong,0,0,0
chr10,74821643,74822502,10nM,strong,0,0,0
chr10,74901365,74901755,10nM,strong,0,0,0
chr10,75235801,75236002,10nM,strong,0,0,0
chr10,75245406,75245699,10nM,strong,0,0,0
chr10,75262679,75263031,10nM,strong,0,0,0
chr10,76115352,76115565,10nM,strong,0,0,0
chr10,77287776,77288122,10nM,strong,0,0,0
chr10,77410025,77410474,10nM,strong,0,0,0
chr10,77415290,77415568,10nM,strong,0,0,0
chr10,77416810,77417086,10nM,strong,0,0,0
chr10,77417413,77417706,10nM,strong,0,0,0
chr10,77431242,77431430,10nM,strong,0,0,0
chr10,77480022,77480549,10nM,strong,0,0,0
chr10,77507230,77507790,10nM,strong,0,0,0
chr10,77555033,77555418,10nM,strong,0,0,0
chr10,77606954,77607158,10nM,strong,0,0,0
chr10,77869975,77870311,10nM,strong,0,0,0
chr10,77872270,77872601,10nM,strong,0,0,0
chr10,77887581,77887844,10nM,strong,0,0,0
chr10,77889382,77889750,10nM,strong,0,0,0
chr10,78301925,78302379,10nM,strong,0,0,0
chr10,79128491,79129215,10nM,strong,0,0,0
chr10,79157381,79157640,10nM,strong,0,0,0
chr10,79158482,79158865,10nM,strong,0,0,0
chr10,79162750,79163228,10nM,strong,0,0,0
chr10,79238563,79238786,10nM,strong,0,0,0
chr10,79239540,79239888,10nM,strong,0,0,0
chr10,79240149,79240403,10nM,strong,0,0,0
chr10,80013277,80013831,10nM,strong,0,0,0
chr10,80014647,80015033,10nM,strong,0,1,0
chr10,80205802,80206205,10nM,strong,0,0,0
chr10,80291031,80291332,10nM,strong,0,0,0
chr10,80436479,80436776,10nM,strong,0,0,0
chr10,80964286,80964531,10nM,strong,0,0,0
chr10,80966509,80966959,10nM,strong,0,0,0
chr10,86943392,86943676,10nM,strong,0,0,0
chr10,86968381,86968737,10nM,strong,0,0,0
chr10,87008434,87008709,10nM,strong,0,0,0
chr10,88385575,88385958,10nM,strong,0,0,0
chr10,88951494,88951694,10nM,strong,0,0,0
chr10,90917735,90918075,10nM,strong,0,0,0
chr10,91298721,91298904,10nM,strong,0,0,0
chr10,91556795,91557057,10nM,strong,0,0,0
chr10,91671508,91671845,10nM,strong,0,0,0
chr10,92123112,92123356,10nM,strong,0,0,0
chr10,93071693,93072026,10nM,strong,0,0,0
chr10,93435046,93435577,10nM,strong,0,0,0
chr10,93440614,93440977,10nM,strong,0,0,0
chr10,97337405,97337617,10nM,strong,0,0,0
chr10,97408561,97408886,10nM,strong,0,0,0
chr10,97566398,97566661,10nM,strong,0,0,0
chr10,97571557,97571991,10nM,strong,0,0,0
chr10,98363130,98363421,10nM,strong,0,0,0
chr10,98363806,98364118,10nM,strong,0,0,0
chr10,98366245,98366453,10nM,strong,0,0,0
chr10,100710052,100710454,10nM,strong,0,0,0
chr10,100883249,100883754,10nM,strong,0,0,0
chr10,102208688,102208954,10nM,strong,0,0,0
chr10,102710574,102711074,10nM,strong,0,0,0
chr10,103168448,103168743,10nM,strong,0,0,0
chr10,103890118,103890479,10nM,strong,0,0,0
chr10,103908150,103908344,10nM,strong,0,0,0
chr10,103931262,103931982,10nM,strong,0,0,0
chr10,104254445,104254723,10nM,strong,0,0,0
chr10,104480846,104481205,10nM,strong,0,0,0
chr10,110010456,110010702,10nM,strong,0,0,0
chr10,110789157,110789351,10nM,strong,0,0,0
chr10,110789840,110790213,10nM,strong,0,0,0
chr10,110790766,110791022,10nM,strong,0,0,0
chr10,110791168,110791468,10nM,strong,0,0,0
chr10,110805446,110805716,10nM,strong,0,0,0
chr10,110819515,110819781,10nM,strong,0,0,0
chr10,110822662,110822927,10nM,strong,0,0,0
chr10,110844144,110844367,10nM,strong,0,0,0
chr10,110857624,110857847,10nM,strong,0,0,0
chr10,111107849,111108184,10nM,strong,0,0,0
chr10,112295994,112296561,10nM,strong,0,0,0
chr10,112804410,112804795,10nM,strong,0,0,0
chr10,113678523,113679163,10nM,strong,0,0,0
chr10,113921892,113922391,10nM,strong,0,0,0
chr10,113926121,113926449,10nM,strong,0,1,0
chr10,113927286,113927916,10nM,strong,0,0,0
chr10,113958567,113958931,10nM,strong,0,0,0
chr10,113966932,113967501,10nM,strong,0,0,0
chr10,113982690,113983050,10nM,strong,0,0,0
chr10,113983482,113983737,10nM,strong,0,0,0
chr10,114057054,114057440,10nM,strong,0,0,0
chr10,114178885,114179194,10nM,strong,0,0,0
chr10,114182032,114182260,10nM,strong,0,0,0
chr10,114239019,114239702,10nM,strong,0,0,0
chr10,114349510,114350084,10nM,strong,0,0,0
chr10,114507420,114507690,10nM,strong,0,0,0
chr10,114508051,114508368,10nM,strong,0,0,0
chr10,115664558,115665123,10nM,strong,0,0,0
chr10,116143356,116143659,10nM,strong,0,0,0
chr10,116143761,116144004,10nM,strong,0,0,0
chr10,117005786,117005990,10nM,strong,0,0,0
chr10,119000803,119000986,10nM,strong,0,0,0
chr10,119317519,119317803,10nM,strong,0,0,0
chr10,119542743,119543100,10nM,strong,0,0,0
chr10,119664150,119664469,10nM,strong,0,0,0
chr10,119668008,119668282,10nM,strong,0,0,0
chr10,119689095,119689417,10nM,strong,0,0,0
chr10,120949583,120949808,10nM,strong,0,0,0
chr10,120996734,120996961,10nM,strong,0,0,0
chr10,121500632,121501087,10nM,strong,0,0,0
chr10,121501638,121501952,10nM,strong,0,0,0
chr10,121509659,121509913,10nM,strong,0,1,0
chr10,121510167,121510574,10nM,strong,0,0,0
chr10,121523666,121523950,10nM,strong,0,0,0
chr10,121553803,121554097,10nM,strong,0,0,0
chr10,121554953,121555261,10nM,strong,0,1,0
chr10,123721846,123722296,10nM,strong,0,0,0
chr10,123722883,123723182,10nM,strong,0,0,0
chr10,123743936,123744465,10nM,strong,0,0,0
chr10,123751179,123751785,10nM,strong,0,0,0
chr10,124727363,124727700,10nM,strong,0,0,0
chr10,124893295,124893715,10nM,strong,0,1,0
chr10,125123824,125124145,10nM,strong,0,0,0
chr10,125543655,125544149,10nM,strong,0,0,0
chr10,125624746,125625222,10nM,strong,0,0,0
chr10,125625873,125626242,10nM,strong,0,0,0
chr10,125634216,125634553,10nM,strong,0,0,0
chr10,125690718,125691049,10nM,strong,0,0,0
chr10,125695023,125695488,10nM,strong,0,0,0
chr10,126059460,126060110,10nM,strong,0,0,0
chr10,126175867,126176273,10nM,strong,0,0,0
chr10,126240609,126241090,10nM,strong,0,0,0
chr10,126918278,126918885,10nM,strong,0,0,0
chr10,128540885,128541590,10nM,strong,0,0,0
chr10,129036922,129037269,10nM,strong,0,0,0
chr10,131654858,131655438,10nM,strong,0,0,0
chr10,132163120,132163470,10nM,strong,0,0,0
chr10,132164604,132165009,10nM,strong,0,0,0
chr10,132265660,132266065,10nM,strong,0,0,0
chr10,132452260,132452522,10nM,strong,0,0,0
chr10,132480343,132480526,10nM,strong,0,0,0
chr10,132539364,132539712,10nM,strong,0,0,0
chr10,132556863,132557438,10nM,strong,0,0,0
chr10,132572165,132572438,10nM,strong,0,0,0
chr11,470003,470372,10nM,strong,0,0,0
chr11,1796345,1796988,10nM,strong,0,0,0
chr11,1828550,1828903,10nM,strong,0,0,0
chr11,1829181,1829453,10nM,strong,0,0,0
chr11,1830859,1831203,10nM,strong,0,0,0
chr11,2165266,2165574,10nM,strong,0,0,0
chr11,2169022,2169794,10nM,strong,0,0,0
chr11,2190862,2191169,10nM,strong,0,0,0
chr11,2193243,2193722,10nM,strong,0,0,0
chr11,2483443,2483939,10nM,strong,0,0,0
chr11,9110111,9110346,10nM,strong,0,0,1
chr11,10742755,10743159,10nM,strong,0,0,0
chr11,10743320,10743602,10nM,strong,0,0,0
chr11,12245601,12245921,10nM,strong,0,0,0
chr11,12248514,12248847,10nM,strong,0,0,0
chr11,12249856,12250051,10nM,strong,0,0,0
chr11,14892397,14892603,10nM,strong,0,0,0
chr11,15613262,15613560,10nM,strong,0,0,0
chr11,15615429,15615824,10nM,strong,0,0,0
chr11,15901901,15902121,10nM,strong,0,0,0
chr11,16956688,16957085,10nM,strong,0,0,0
chr11,16986511,16986822,10nM,strong,0,0,0
chr11,16987240,16987448,10nM,strong,0,0,0
chr11,16989372,16989799,10nM,strong,0,0,0
chr11,17405682,17406112,10nM,strong,0,0,0
chr11,17770028,17770407,10nM,strong,0,0,0
chr11,17923815,17924026,10nM,strong,0,0,0
chr11,17924790,17925091,10nM,strong,0,0,0
chr11,17927700,17927989,10nM,strong,0,0,0
chr11,20031753,20032297,10nM,strong,0,0,0
chr11,30521539,30522046,10nM,strong,0,0,0
chr11,30527550,30527903,10nM,strong,0,0,0
chr11,34633649,34633976,10nM,strong,0,0,0
chr11,35295910,35296180,10nM,strong,0,0,0
chr11,35389896,35390234,10nM,strong,0,0,1
chr11,35391015,35391209,10nM,strong,0,0,0
chr11,35553880,35554339,10nM,strong,0,0,0
chr11,44143986,44144279,10nM,strong,0,0,0
chr11,44300815,44301385,10nM,strong,0,0,0
chr11,44950718,44950901,10nM,strong,0,0,0
chr11,45408987,45409327,10nM,strong,0,0,0
chr11,45822109,45822430,10nM,strong,0,0,0
chr11,46338620,46338863,10nM,strong,0,0,0
chr11,46339445,46339674,10nM,strong,0,0,0
chr11,46363598,46364000,10nM,strong,0,0,0
chr11,46616609,46616797,10nM,strong,0,0,0
chr11,60757183,60757555,10nM,strong,0,0,0
chr11,60757667,60757858,10nM,strong,0,0,0
chr11,60880952,60881342,10nM,strong,0,0,0
chr11,62046806,62046996,10nM,strong,0,0,0
chr11,63622478,63622832,10nM,strong,0,0,0
chr11,63869693,63869910,10nM,strong,0,0,0
chr11,63872241,63872538,10nM,strong,0,0,0
chr11,63872903,63873294,10nM,strong,0,0,0
chr11,63874565,63874937,10nM,strong,0,0,0
chr11,64359278,64359588,10nM,strong,0,0,0
chr11,64876852,64877091,10nM,strong,0,0,0
chr11,65379941,65380240,10nM,strong,0,0,0
chr11,65417068,65417355,10nM,strong,0,0,0
chr11,65418404,65418976,10nM,strong,0,0,0
chr11,66124644,66124951,10nM,strong,0,0,0
chr11,67022516,67022846,10nM,strong,0,0,0
chr11,67027682,67028234,10nM,strong,0,0,0
chr11,67028882,67029207,10nM,strong,0,0,0
chr11,67062275,67062478,10nM,strong,0,0,0
chr11,67248670,67248959,10nM,strong,0,0,0
chr11,67683421,67683870,10nM,strong,0,0,1
chr11,68216549,68216864,10nM,strong,0,0,0
chr11,68344100,68344313,10nM,strong,0,1,0
chr11,68817636,68817935,10nM,strong,0,0,0
chr11,68818238,68818550,10nM,strong,0,0,0
chr11,68819457,68819947,10nM,strong,0,0,0
chr11,68946655,68946980,10nM,strong,0,0,0
chr11,68973290,68973646,10nM,strong,0,0,0
chr11,69122793,69123049,10nM,strong,0,0,0
chr11,69301794,69302059,10nM,strong,0,0,0
chr11,69515271,69515869,10nM,strong,0,0,0
chr11,69517731,69517958,10nM,strong,0,0,0
chr11,69533991,69534451,10nM,strong,0,0,0
chr11,69541708,69542029,10nM,strong,0,0,0
chr11,69653985,69654210,10nM,strong,0,0,0
chr11,69654433,69654743,10nM,strong,0,0,0
chr11,69654994,69655184,10nM,strong,0,0,0
chr11,69697209,69697586,10nM,strong,0,0,0
chr11,69888559,69888790,10nM,strong,0,0,0
chr11,69891389,69892301,10nM,strong,0,0,0
chr11,69893086,69893411,10nM,strong,0,0,0
chr11,69894432,69894823,10nM,strong,0,0,0
chr11,69914684,69915022,10nM,strong,0,0,0
chr11,70106123,70106779,10nM,strong,0,0,0
chr11,70116630,70116970,10nM,strong,0,0,0
chr11,70203499,70203738,10nM,strong,0,0,0
chr11,70497119,70497320,10nM,strong,0,0,0
chr11,70760268,70760629,10nM,strong,0,0,0
chr11,70805822,70806202,10nM,strong,0,0,0
chr11,71207626,71207854,10nM,strong,0,0,0
chr11,71251799,71252205,10nM,strong,0,0,0
chr11,71448928,71449322,10nM,strong,0,0,0
chr11,71477600,71477823,10nM,strong,0,0,0
chr11,71481359,71481841,10nM,strong,0,0,0
chr11,72041620,72041862,10nM,strong,0,0,0
chr11,72782741,72782999,10nM,strong,0,0,0
chr11,72786363,72786829,10nM,strong,0,0,1
chr11,73192319,73192737,10nM,strong,0,0,0
chr11,73193813,73194238,10nM,strong,0,0,0
chr11,73194552,73194988,10nM,strong,0,0,0
chr11,73200253,73200614,10nM,strong,0,0,0
chr11,73227721,73228501,10nM,strong,0,0,0
chr11,74069187,74069374,10nM,strong,0,0,0
chr11,74417384,74417760,10nM,strong,0,0,0
chr11,75036016,75036367,10nM,strong,0,0,0
chr11,75333741,75334165,10nM,strong,0,1,0
chr11,75343044,75343227,10nM,strong,0,0,0
chr11,75351092,75351510,10nM,strong,0,0,0
chr11,75366916,75367145,10nM,strong,0,0,0
chr11,75791986,75792418,10nM,strong,0,0,0
chr11,76769780,76769987,10nM,strong,0,0,0
chr11,76772508,76773063,10nM,strong,0,0,0
chr11,76773834,76774138,10nM,strong,0,0,0
chr11,77192086,77192271,10nM,strong,0,0,0
chr11,77407739,77408023,10nM,strong,0,0,0
chr11,78145735,78146029,10nM,strong,1,0,0
chr11,78150698,78151082,10nM,strong,0,0,1
chr11,78156015,78156729,10nM,strong,0,0,0
chr11,78259783,78260536,10nM,strong,0,1,0
chr11,78268205,78268590,10nM,strong,0,0,0
chr11,78311876,78312297,10nM,strong,0,0,0
chr11,78386617,78386841,10nM,strong,0,0,0
chr11,78396534,78396950,10nM,strong,0,1,0
chr11,78420988,78421249,10nM,strong,0,0,0
chr11,79059719,79060614,10nM,strong,0,0,0
chr11,79353663,79354191,10nM,strong,0,0,0
chr11,83004095,83004722,10nM,strong,0,0,0
chr11,83013354,83013650,10nM,strong,0,1,0
chr11,83362053,83362369,10nM,strong,0,0,0
chr11,83410701,83411109,10nM,strong,0,0,0
chr11,84687494,84687809,10nM,strong,0,0,0
chr11,84688517,84688791,10nM,strong,0,0,0
chr11,85137709,85137920,10nM,strong,0,0,0
chr11,86497054,86497425,10nM,strong,0,1,0
chr11,86499714,86500221,10nM,strong,0,0,0
chr11,86670285,86670490,10nM,strong,0,0,0
chr11,86671257,86672011,10nM,strong,0,0,0
chr11,86674051,86674369,10nM,strong,0,0,0
chr11,86706126,86706596,10nM,strong,0,0,0
chr11,86776226,86776626,10nM,strong,0,0,0
chr11,86790310,86790701,10nM,strong,0,0,0
chr11,86791579,86791840,10nM,strong,0,0,0
chr11,94544147,94544425,10nM,strong,0,0,0
chr11,94830876,94831201,10nM,strong,0,0,0
chr11,94831589,94831817,10nM,strong,0,0,0
chr11,94832695,94832981,10nM,strong,0,0,0
chr11,94845605,94845891,10nM,strong,0,0,0
chr11,100632956,100633230,10nM,strong,0,0,0
chr11,101034045,101034527,10nM,strong,0,0,0
chr11,101299182,101299998,10nM,strong,0,0,0
chr11,101300451,101300851,10nM,strong,0,0,0
chr11,101336064,101336582,10nM,strong,0,0,0
chr11,101336854,101337239,10nM,strong,0,0,0
chr11,101436487,101436932,10nM,strong,0,0,0
chr11,101438099,101438532,10nM,strong,0,0,0
chr11,101440146,101440331,10nM,strong,0,0,0
chr11,101441695,101442130,10nM,strong,0,0,0
chr11,101443714,101444070,10nM,strong,0,0,0
chr11,101686739,101687051,10nM,strong,0,0,0
chr11,101775218,101775488,10nM,strong,0,0,0
chr11,111327963,111328217,10nM,strong,0,0,0
chr11,111334624,111335000,10nM,strong,0,0,0
chr11,112293021,112293423,10nM,strong,0,0,0
chr11,113781787,113782131,10nM,strong,0,0,0
chr11,116808354,116808629,10nM,strong,0,0,0
chr11,116832315,116832888,10nM,strong,0,0,0
chr11,116836180,116836536,10nM,strong,0,0,0
chr11,117071312,117071608,10nM,strong,0,0,0
chr11,117183793,117184226,10nM,strong,0,0,0
chr11,117185184,117185501,10nM,strong,1,0,0
chr11,117303080,117303448,10nM,strong,0,0,0
chr11,117498668,117498997,10nM,strong,0,0,0
chr11,117929305,117929502,10nM,strong,0,0,0
chr11,118057305,118057508,10nM,strong,0,0,0
chr11,118057815,118058305,10nM,strong,0,0,0
chr11,118544695,118544943,10nM,strong,0,0,0
chr11,118545608,118545912,10nM,strong,0,0,0
chr11,118620737,118621022,10nM,strong,0,0,0
chr11,119681398,119681637,10nM,strong,0,0,0
chr11,119909849,119910374,10nM,strong,0,0,0
chr11,120301920,120302188,10nM,strong,0,0,0
chr11,120637176,120637463,10nM,strong,0,0,0
chr11,120952519,120952837,10nM,strong,0,0,0
chr11,120985904,120986147,10nM,strong,0,0,0
chr11,121326170,121326460,10nM,strong,0,0,0
chr11,123072358,123072541,10nM,strong,0,1,0
chr11,123096377,123096779,10nM,strong,0,1,0
chr11,123097766,123098046,10nM,strong,0,0,0
chr11,123145257,123145447,10nM,strong,0,0,0
chr11,126083124,126083451,10nM,strong,0,0,0
chr11,126365527,126365719,10nM,strong,0,0,0
chr11,129319317,129319502,10nM,strong,0,0,0
chr11,129324590,129324937,10nM,strong,0,0,0
chr11,129694367,129694906,10nM,strong,0,0,0
chr11,129695920,129696295,10nM,strong,0,0,0
chr11,130653876,130654082,10nM,strong,0,0,0
chr11,131692131,131692628,10nM,strong,0,0,0
chr11,131696542,131697236,10nM,strong,0,0,0
chr11,131700332,131700743,10nM,strong,0,0,0
chr11,131897278,131897666,10nM,strong,0,0,0
chr11,131897952,131898242,10nM,strong,0,0,0
chr11,131900301,131900585,10nM,strong,0,0,0
chr11,133215548,133215862,10nM,strong,0,0,0
chr11,134258625,134258994,10nM,strong,0,0,0
chr11,134398749,134399024,10nM,strong,0,0,0
chr11,134542497,134542791,10nM,strong,0,0,0
chr11,134638428,134638616,10nM,strong,0,0,0
chr11,134639333,134639665,10nM,strong,0,0,0
chr11,134640029,134640436,10nM,strong,0,0,0
chr12,105459,105799,10nM,strong,0,0,0
chr12,458890,459215,10nM,strong,0,0,1
chr12,513438,513818,10nM,strong,0,0,1
