"dose","chrom","start","end","atac","h3k27ac","pro_plus_abs","pro_minus_abs","proseq_mag","proseq_bidir","atac_log","h3k27ac_log","proseq_log","enhancer_score","pc1_var_explained","strength_tier"
"10nM","chr3",153218953,153219214,16,3.714285714,0.39,0.3,0.69,0.769230769230769,2.83321334405622,1.55059741235056,0.524728528934982,-0.776384468489898,0.78622,"middle"
"10nM","chr3",154090047,154090331,48.83333333,20.18181818,1.7475,2.481666667,4.229166667,0.70416386827345,3.90868410409574,3.05314318068149,1.65425192828764,1.21025000135429,0.78622,"strong"
"10nM","chr3",154163505,154163802,7.666666667,2.428571429,2.623333333,0,2.623333333,0,2.15948424939183,1.23214368141763,1.28739441237301,-0.9027082968229,0.78622,"weak"
"10nM","chr3",154214833,154215023,12.33333333,1.6,0.585,0,0.585,0,2.59026716519583,0.955511445027436,0.460584407329244,-1.2659783790541,0.78622,"weak"
"10nM","chr3",154218737,154219136,49,9.875,0.7,2.68,3.38,0.261194029850746,3.91202300542815,2.38646657697475,1.47704872438835,0.75012268651684,0.78622,"strong"
"10nM","chr3",154224449,154224737,41,14,2.235,0.8933333333,3.1283333333,0.399701715123043,3.73766961828337,2.70805020110221,1.41787377426514,0.805769118599385,0.78622,"strong"
"10nM","chr3",154692449,154692761,2.4,0.5,0,0,0,0,1.22377543162212,0.405465108108164,0,-2.52580072862379,0.78622,"weak"
"10nM","chr3",155219093,155219372,17.66666667,1.5,0,0.3966666667,0.3966666667,0,2.92673940224561,0.916290731874155,0.334088445289803,-1.17861108459984,0.78622,"weak"
"10nM","chr3",155887350,155887545,4.25,1.75,0.1933333333,0,0.1933333333,0,1.65822807660353,1.01160091167848,0.176750511716566,-1.87086572148583,0.78622,"weak"
"10nM","chr3",156176111,156176416,20.83333333,1.5,0,0.3,0.3,0,3.08343785382042,0.916290731874155,0.262364264467491,-1.13456878332351,0.78622,"weak"
"10nM","chr3",156542323,156542663,18.13333333,17.18181818,0.29,6.54875,6.83875,0.0442832601641535,2.9514320144832,2.90042209364967,2.05907938287509,0.839221054806885,0.78622,"strong"
"10nM","chr3",156542767,156543031,7.181818182,15.5,0,8.692,8.692,0,2.10191439755412,2.80336038090653,2.27130080295428,0.45382509195484,0.78622,"middle"
"10nM","chr3",156637762,156638040,33.25,7.2,1.265,2.78,4.045,0.455035971223022,3.53368656470823,2.10413415427021,1.61839765380557,0.470936108417918,0.78622,"middle"
"10nM","chr3",156674133,156674338,182.8888889,49.11111111,3.964,26.04,30.004,0.152227342549923,5.21433171053537,3.91424276214429,3.43411622841926,3.30468032459045,0.78622,"strong"
"10nM","chr3",156782475,156782668,3.833333333,2,0,1.192,1.192,0,1.57553636068945,1.09861228866811,0.784814369085769,-1.54587360060763,0.78622,"weak"
"10nM","chr3",156812375,156812936,128.1304348,19.66666667,7.94,5.408333333,13.348333333,0.681150293828715,4.86082301600228,3.02852209653827,2.66363379141858,2.22491169284926,0.78622,"strong"
"10nM","chr3",156940710,156940924,1.8,1.333333333,0,0,0,0,1.02961941718116,0.847297860244346,0,-2.38285983513946,0.78622,"weak"
"10nM","chr3",156943516,156943828,50.07142857,2.142857143,1.02,0,1.02,0,3.93322521305078,1.14513230434846,0.703097511413113,-0.332496469187086,0.78622,"middle"
"10nM","chr3",156959882,156960161,1.777777778,4.125,0,0.2,0.2,0,1.02165124761198,1.63413052502447,0.182321556793955,-1.8560213983731,0.78622,"weak"
"10nM","chr3",156960872,156961081,0.3333333333,2.666666667,32.83,0,32.83,0,0.287682072426781,1.29928298422117,3.52134798279262,-0.666815161887444,0.78622,"middle"
"10nM","chr3",157166561,157166817,15.6,3.625,2.038333333,0.5966666667,2.6349999997,0.292722812819742,2.8094026953625,1.53147637096439,1.29060911090295,-0.396272478166909,0.78622,"middle"
"10nM","chr3",157168500,157168956,12.94736842,6.285714286,2.006666667,0,2.006666667,0,2.63529084674431,1.98591548370823,1.10083204551729,-0.335785959624927,0.78622,"middle"
"10nM","chr3",157500214,157500551,13.57142857,6.153846154,6.33875,11.21,17.54875,0.565454950936664,2.67906266413092,1.96765013571322,2.9204024013382,0.634673554138475,0.78622,"strong"
"10nM","chr3",159126698,159126895,4,0.5,0,0,0,0,1.6094379124341,0.405465108108164,0,-2.32449249153837,0.78622,"weak"
"10nM","chr3",159604483,159604741,15.11111111,1.857142857,0,0,0,0,2.77950916501539,1.04982212444868,0,-1.35747739305891,0.78622,"weak"
"10nM","chr3",159605455,159605691,3,3.166666667,0,0,0,0,1.38629436111989,1.42711635572015,0,-1.87610456495261,0.78622,"weak"
"10nM","chr3",159648166,159648439,8,1,0,0,0,0,2.19722457733622,0.693147180559945,0,-1.85862181406665,0.78622,"weak"
"10nM","chr3",159654297,159654480,11.625,2.5,0,0,0,0,2.53567897516142,1.25276296849537,0,-1.37254725941916,0.78622,"weak"
"10nM","chr3",159941655,159941958,45.07692308,2,0,0.2,0.2,0,3.83031224072069,1.09861228866811,0.182321556793955,-0.686040173779575,0.78622,"middle"
"10nM","chr3",159991840,159992028,1.6,1.5,0.5833333333,1.34,1.9233333333,0.435323383059701,0.955511445027436,0.916290731874155,1.07272451770458,-1.81878060179721,0.78622,"weak"
"10nM","chr3",159992764,159993104,19.46666667,1.666666667,0.348,0,0.348,0,3.01879754664785,0.980829253136726,0.298622012490115,-1.1135429600427,0.78622,"weak"
"10nM","chr3",159994268,159994485,14.33333333,2.2,0,0,0,0,2.73002910760359,1.16315080980568,0,-1.32064630157156,0.78622,"weak"
"10nM","chr3",160201889,160202130,7.8,2.857142857,0,1.786666667,1.786666667,0,2.17475172148416,1.34992671691198,1.02484613854812,-0.967806800163371,0.78622,"weak"
"10nM","chr3",160318712,160318957,10.55555556,1.571428571,0.585,0.4,0.985,0.683760683760684,2.44716632218977,0.944461608674185,0.685618914139154,-1.22833922371765,0.78622,"weak"
"10nM","chr3",160804893,160805172,47.5,1.666666667,0.1933333333,0,0.1933333333,0,3.88156379794344,0.980829253136726,0.176750511716566,-0.727341615625433,0.78622,"middle"
"10nM","chr3",161031111,161031430,17.45454545,5.555555556,0.29,0.895,1.185,0.324022346368715,2.91531070599711,1.8803128666373,0.781615828547554,-0.41602395632306,0.78622,"middle"
"10nM","chr3",161051882,161052065,4.285714286,0.5,0.5825,0.3,0.8825,0.515021459227468,1.66500776364297,0.405465108108164,0.632600680691912,-1.96252390668767,0.78622,"weak"
"10nM","chr3",161100908,161101210,47.38461538,5.888888889,5.246666667,7.568571429,12.815238096,0.693217566382038,3.87918189914351,1.929909807725,2.62577219282694,1.08517054797665,0.78622,"strong"
"10nM","chr3",161272605,161272944,27.76923077,13.33333333,0.1933333333,0,0.1933333333,0,3.35930643997973,2.66258782679289,0.176750511716566,-0.0701160773558347,0.78622,"middle"
"10nM","chr3",161339455,161340173,64.48148148,14.09090909,1.867,1.49,3.357,0.798071772897697,4.18176737717063,2.71409251549793,1.47178374713531,1.06929508440598,0.78622,"strong"
"10nM","chr3",161412208,161412415,69.33333333,5.375,3.032,1.983333333,5.015333333,0.654133685026385,4.25324584476056,1.85238409104449,1.79431176484879,0.799931308438862,0.78622,"strong"
"10nM","chr3",161422321,161422562,11.3,6.714285714,0.29,0.3,0.59,0.966666666666667,2.50959926237837,2.04307389747192,0.46373401623214,-0.705121316561386,0.78622,"middle"
"10nM","chr3",161427001,161427491,22.75,2.4,1.36,0.3966666667,1.7566666667,0.291666666691176,3.16758253048065,1.22377543162212,1.01402222037958,-0.525013916121367,0.78622,"middle"
"10nM","chr3",161558438,161558643,16.66666667,1.25,0.582,0.3966666667,0.9786666667,0.681557846563574,2.87167962507269,0.810930216216329,0.682423217213816,-1.08226229729218,0.78622,"weak"
"10nM","chr3",161808465,161808826,39.4375,8.636363636,0.39,2.68,3.07,0.145522388059701,3.69975757226112,2.26554382127596,1.4036429994545,0.533830605613168,0.78622,"middle"
"10nM","chr3",161809002,161809210,2.75,8.375,0,0,0,0,1.32175583998232,2.23804657185647,0,-1.46143424690306,0.78622,"weak"
"10nM","chr3",161867225,161867526,8.181818182,2.25,0,0,0,0,2.21722524406269,1.17865499634165,0,-1.57974767612549,0.78622,"weak"
"10nM","chr3",162208101,162208365,7.272727273,1.375,0,0,0,0,2.11296423375145,0.864997437486605,0,-1.80758914391238,0.78622,"weak"
"10nM","chr3",162583459,162583660,9.666666667,1.4,0,0,0,0,2.36712361416287,0.8754687373539,0,-1.6691334262401,0.78622,"weak"
"10nM","chr3",162606045,162606232,6.285714286,0.3333333333,0.29,0,0.29,0,1.98591548370823,0.287682072426781,0.254642218373581,-2.05907203595886,0.78622,"weak"
"10nM","chr3",164244048,164244302,40.90909091,1.833333333,2.185,0,2.185,0,3.73550277021997,1.04145387471051,1.15845228902413,-0.253356005767742,0.78622,"middle"
"10nM","chr3",164302040,164302416,19.53846154,13.35714286,1.165,1.107142857,2.272142857,0.950337216309013,3.02229930101362,2.66424757864282,1.18544507823973,0.285805462313286,0.78622,"middle"
"10nM","chr3",164371006,164371209,6.2,3.5,0,0,0,0,1.97408102602201,1.50407739677627,0,-1.52674020528812,0.78622,"weak"
"10nM","chr3",164380210,164380606,62.07142857,32.0625,3.495714286,26.192,29.687714286,0.133464962049481,4.14426787096605,3.49839970961852,3.42386238837354,2.51081405485877,0.78622,"strong"
"10nM","chr3",164418472,164418713,17.36363636,4.666666667,0,0,0,0,2.91037242440481,1.73460105544693,0,-0.910559428103769,0.78622,"weak"
"10nM","chr3",164437081,164437422,21.64285714,3.7,0.39,1.193333333,1.583333333,0.32681564254939,3.11984444413584,1.54756250871601,0.949080554568114,-0.405093755350915,0.78622,"middle"
"10nM","chr3",164634799,164635335,33.34782609,8,0,0.954,0.954,0,3.53653872962053,2.19722457733622,0.669878553620591,0.0246516833014187,0.78622,"middle"
"10nM","chr3",165331581,165331918,20.42857143,6.818181818,0,0.3966666667,0.3966666667,0,3.06472514510761,2.05645202343188,0.334088445289803,-0.476197312874594,0.78622,"middle"
"10nM","chr3",165333287,165333520,10.2,7.875,0,1.786666667,1.786666667,0,2.41591377830105,2.18323833536148,1.02484613854812,-0.381192252180199,0.78622,"middle"
"10nM","chr3",165680940,165681141,1.666666667,0,0.29,0,0.29,0,0.980829253136726,0,0.254642218373581,-2.74276488715932,0.78622,"weak"
"10nM","chr3",166118515,166118781,4.111111111,1.571428571,0,0,0,0,1.63141681913114,0.944461608674185,0,-2.01501219764132,0.78622,"weak"
"10nM","chr3",168671154,168671503,191.4,12.26666667,5.2475,0.895,6.1425,0.170557408289662,5.25957653823161,2.58525462387354,1.96606285512279,1.82081485670737,0.78622,"strong"
"10nM","chr3",168870792,168871135,34.46666667,7.428571429,4.273333333,4.338571429,8.611904762,0.984963231084791,3.56859328833342,2.13162729490125,2.26300240958544,0.843637938416975,0.78622,"strong"
"10nM","chr3",168871844,168872027,6.4,6.666666667,0.78,1.045,1.825,0.746411483253589,2.00148000021012,2.03688192730452,1.0385083645984,-0.671247109940153,0.78622,"middle"
"10nM","chr3",168888518,168888731,38.4,10.33333333,2.04,0.595,2.635,0.291666666666667,3.67376581630389,2.42774823565393,1.29060911098548,0.550451099668141,0.78622,"strong"
"10nM","chr3",168890955,168891370,8.714285714,3.272727273,0,0,0,0,2.27359755609138,1.45225232897552,0,-1.39905221211917,0.78622,"weak"
"10nM","chr3",168953501,168953828,24.5,6,0.585,0,0.585,0,3.23867845216438,1.94591014905531,0.460584407329244,-0.379935284644776,0.78622,"middle"
"10nM","chr3",168956886,168957129,17.14285714,5,0,0,0,0,2.8982769372458,1.79175946922805,0,-0.885270511356026,0.78622,"middle"
"10nM","chr3",168957278,168957748,17.88888889,3.909090909,0.29,0.4475,0.7375,0.64804469273743,2.93857385977287,1.59108877374739,0.55244729845681,-0.68441147250327,0.78622,"middle"
"10nM","chr3",169083912,169084123,12.55555556,2.25,0.29,1.49,1.78,0.194630872483221,2.60679646772491,1.17865499634165,1.02245092770255,-0.838243668832434,0.78622,"middle"
"10nM","chr3",169105670,169105889,21.2,0,0,0.595,0.595,0,3.10009228887823,0,0.466873736236808,-1.52484556461898,0.78622,"weak"
"10nM","chr3",169324455,169324638,30.375,7.285714286,6.796666667,0.595,7.391666667,0.0875429131884481,3.44601139745195,2.11453286152559,2.12723914997624,0.698743740128063,0.78622,"strong"
"10nM","chr3",169612962,169613170,11.875,20.44444444,1.36,5.716,7.076,0.237928621413576,2.5552874465498,3.06546561136141,2.08889670045059,0.73938689317689,0.78622,"strong"
"10nM","chr3",169613383,169613777,74.58823529,12.76923077,10.5625,7.2175,17.78,0.683313609467456,4.32530065321863,2.62243644843508,2.93279247378012,1.86252599899431,0.78622,"strong"
"10nM","chr3",169622608,169622994,10.8,6.363636364,1.165,3.645,4.81,0.319615912208505,2.46809953147162,1.99655388192345,1.75958057086382,-0.0704498015976369,0.78622,"middle"
"10nM","chr3",169623914,169624323,51.35294118,7.714285714,4.08,9.127777778,13.207777778,0.446987218491857,3.95800811873739,2.16496371508521,2.6537895455025,1.27102271262715,0.78622,"strong"
"10nM","chr3",169650562,169650805,8.4,1.4,0,2.876666667,2.876666667,0,2.24070968927596,0.8754687373539,1.35497567794845,-1.02194288599417,0.78622,"weak"
"10nM","chr3",169699668,169699904,43,13.55555556,0.5833333333,0.5966666667,1.18,0.977653631174433,3.78418963391826,2.67797274617028,0.779324876800998,0.47732902813999,0.78622,"middle"
"10nM","chr3",169758687,169758973,41.5,4.125,2.04,0.895,2.935,0.438725490196078,3.74950407593037,1.63413052502447,1.36991088186937,0.192938389518757,0.78622,"middle"
"10nM","chr3",169861938,169862169,61.3,6,3.146,4.166,7.312,0.755160825732117,4.13196142579341,1.94591014905531,2.11770025379693,0.95854506145753,0.78622,"strong"
"10nM","chr3",169948955,169949352,79.17647059,18.11764706,2.04,29.465,31.505,0.0692346852197522,4.38423008766233,2.95061183833506,3.48139392365643,2.3634822605267,0.78622,"strong"
"10nM","chr3",169953712,169954055,24.93333333,5.636363636,1.31,2.026,3.336,0.646594274432379,3.2555291423877,1.89256416829523,1.46695226413735,0.129056131892926,0.78622,"middle"
"10nM","chr3",170049423,170049694,38,41.4,2.7675,4.17,6.9375,0.663669064748201,3.66356164612965,3.74714836223791,2.07159836421881,1.68567752177419,0.78622,"strong"
"10nM","chr3",170320507,170320856,102.8,5.375,10.87833333,2.878333333,13.756666663,0.264593228179744,4.64246597073179,1.85238409104449,2.69169495782746,1.47542406181296,0.78622,"strong"
"10nM","chr3",170334821,170335217,54.05882353,3.8,1.497142857,0.7966666667,2.2938095237,0.532124682006882,4.00840213243206,1.56861591791385,1.19204480485582,0.198237680189295,0.78622,"middle"
"10nM","chr3",170343917,170344216,86.25,9.333333333,7.381666667,6.461428571,13.843095238,0.875334644936765,4.46877756108254,2.33537491578478,2.69753478997992,1.65487840896805,0.78622,"strong"
"10nM","chr3",170349100,170349451,24.2,5.363636364,4.778,1.31,6.088,0.274173294265383,3.22684399451738,1.85059996930813,1.95840321330278,0.349550959105425,0.78622,"middle"
"10nM","chr3",170626812,170626996,47.25,1,0,0,0,0,3.87639582778499,0.693147180559945,0,-0.982127415439474,0.78622,"weak"
"10nM","chr3",170651720,170651907,3,1,0,0,0,0,1.38629436111989,0.693147180559945,0,-2.28191145292937,0.78622,"weak"
"10nM","chr3",171129035,171129343,15.54545455,3.555555556,0.1933333333,1.093333333,1.2866666663,0.176829268316106,2.80611141455315,1.51634748946565,0.827095152909334,-0.650320454487382,0.78622,"middle"
"10nM","chr3",171129685,171130025,21.66666667,3.555555556,0.5833333333,1.072,1.6553333333,0.544154228824627,3.12089541665506,1.51634748946565,0.97657019607879,-0.407334891985094,0.78622,"middle"
"10nM","chr3",171262005,171262306,20.69230769,10.91666667,0,0.5966666667,0.5966666667,0,3.07695771337019,2.47793798075163,0.467918122775591,-0.166335510669897,0.78622,"middle"
"10nM","chr3",171286512,171286781,28,3,0,0.716,0.716,0,3.36729582998647,1.38629436111989,0.539996001065771,-0.58041015559326,0.78622,"middle"
"10nM","chr3",171299159,171299405,14.9,4.714285714,0.585,0.3,0.885,0.512820512820513,2.76631910922619,1.74296930500862,0.633927820899974,-0.647464936512907,0.78622,"middle"
"10nM","chr3",171742950,171743196,5.25,0,0,0,0,0,1.83258146374831,0,0,-2.43219502131318,0.78622,"weak"
"10nM","chr3",171841253,171841445,11.125,1.8,0.29,0,0.29,0,2.49526943682355,1.02961941718116,0.254642218373581,-1.3829868424923,0.78622,"weak"
"10nM","chr3",172142292,172142567,28.2,4.333333333,5.662857143,0,5.662857143,0,3.37416870927424,1.67397643350917,1.89654839300836,0.296240950857436,0.78622,"middle"
"10nM","chr3",172156674,172156987,16.42857143,5.555555556,2.038333333,0,2.038333333,0,2.85811089575991,1.8803128666373,1.11130911935281,-0.272350798120482,0.78622,"middle"
"10nM","chr3",172516962,172517162,90.44444444,12.28571429,11.538,0.3,11.838,0.0260010400416017,4.51573162329225,2.58668934442052,2.55240952288959,1.74195261259505,0.78622,"strong"
"10nM","chr3",172523119,172523371,32.54545455,13.72727273,3.886666667,2.678333333,6.565,0.689108061604708,3.51290137137766,2.6897010626192,2.02353234724032,0.997080928948374,0.78622,"strong"
"10nM","chr3",172550956,172551231,14.72727273,2.375,0.8733333333,0,0.8733333333,0,2.75539632187282,1.21639532432449,0.627719375219696,-0.947573566309503,0.78622,"weak"
"10nM","chr3",172585663,172585881,19.7,3.666666667,0.9733333333,0.7933333333,1.7666666666,0.815068493144352,3.03013370027132,1.54044504101858,1.01764322611035,-0.419769016717745,0.78622,"middle"
"10nM","chr3",172638019,172638216,92.22222222,13.875,0.1933333333,2.026,2.2193333333,0.0954261269990128,4.53498612910715,2.69968195143169,1.16917429877289,1.08642576226657,0.78622,"strong"
"10nM","chr3",172657850,172658174,16.25,3.444444444,0,1.291666667,1.291666667,0,2.84781214347737,1.49165487667772,0.82927935502998,-0.641056251816834,0.78622,"middle"
"10nM","chr3",172804424,172804850,44.44444444,10.84615385,0.3866666667,0.7966666667,1.1833333334,0.485355648557098,3.81649057860878,2.47200324527677,0.780852761009585,0.381114444342355,0.78622,"middle"
"10nM","chr3",174014583,174014883,12.27272727,1.571428571,0,0.3966666667,0.3966666667,0,2.58571134870449,0.944461608674185,0.334088445289803,-1.34104552909318,0.78622,"weak"
"10nM","chr3",174169220,174169463,18.9,2,2.523333333,0,2.523333333,0,2.99071973173045,1.09861228866811,1.25940751111943,-0.557378954626957,0.78622,"middle"
"10nM","chr3",174414951,174415250,7.8,10.9,0.1933333333,0,0.1933333333,0,2.17475172148416,2.47653840011748,0.176750511716566,-0.79129590954456,0.78622,"middle"
"10nM","chr3",174617481,174617664,3.166666667,4,0,0,0,0,1.42711635572015,1.6094379124341,0,-1.7539918569722,0.78622,"weak"
"10nM","chr3",174955577,174955830,52.45454545,2.714285714,1.4,0,1.4,0,3.97883167501522,1.31218638888925,0.8754687373539,-0.125602006011178,0.78622,"middle"
"10nM","chr3",175064446,175064635,7.5,1.4,2.523333333,0,2.523333333,0,2.14006616349627,0.8754687373539,1.25940751111943,-1.12477805276448,0.78622,"weak"
"10nM","chr3",175127087,175127623,39.22727273,20.375,0.39,0.6966666667,1.0866666667,0.559808612413406,3.69454519171741,3.06222201482282,0.735567896459872,0.619954375297203,0.78622,"strong"
"10nM","chr3",175135570,175135798,1.333333333,52.7,0.585,0,0.585,0,0.847297860244346,3.98341300151482,0.460584407329244,-0.501666599250472,0.78622,"middle"
"10nM","chr3",175136630,175136953,22.07142857,14.07692308,0.35,0,0.35,0,3.13859499354548,2.71316530197306,0.300104592450338,-0.092433125910896,0.78622,"middle"
"10nM","chr3",175312746,175313020,24.4,6.5,0,0,0,0,3.23474917402449,2.01490302054226,0,-0.586263965067482,0.78622,"middle"
"10nM","chr3",175682790,175683060,17.58333333,14.33333333,0.29,0,0.29,0,2.92226512149275,2.73002910760359,0.254642218373581,-0.219957784066155,0.78622,"middle"
"10nM","chr3",175685788,175686170,24.5625,36.875,1.248571429,0.2,1.448571429,0.160183066306573,3.24112643380302,3.63429126382953,0.89550476428935,0.78375310331428,0.78622,"strong"
"10nM","chr3",175705690,175705911,14,2.666666667,0,0,0,0,2.70805020110221,1.29928298422117,0,-1.25685224563875,0.78622,"weak"
"10nM","chr3",176276244,176276474,8.6,2.4,0,0,0,0,2.26176309847379,1.22377543162212,0,-1.53155298960537,0.78622,"weak"
"10nM","chr3",176855967,176856261,95.30769231,1,0,1.785,1.785,0,4.56754819422247,0.693147180559945,1.02424787337925,-0.0822581753625147,0.78622,"middle"
"10nM","chr3",176951922,176952191,20.41666667,6.545454545,2.04,0,2.04,0,3.06416943526286,2.02094533493799,1.11185751541813,-0.0867488501619141,0.78622,"middle"
"10nM","chr3",176953665,176954338,68.88,13.84615385,7.06625,2.383333333,9.449583333,0.337284037926765,4.24677948526586,2.69774083170242,2.3465621051757,1.55461908163338,0.78622,"strong"
"10nM","chr3",177420764,177420969,79.22222222,1.666666667,0.3866666667,1.0425,1.4291666667,0.370903277410072,4.38480056152891,0.980829253136726,0.887548263022223,-0.0905415549270892,0.78622,"middle"
"10nM","chr3",177635879,177636066,15.5,2,0.5833333333,0,0.5833333333,0,2.80336038090653,1.09861228866811,0.459532329357388,-1.07618211072648,0.78622,"weak"
"10nM","chr3",178712292,178712496,67.66666667,9.75,0.585,4.048,4.633,0.14451581027668,4.22926388017001,2.37490575457367,1.72864215991258,1.04174764409125,0.78622,"strong"
"10nM","chr3",179755803,179756042,3.25,2,1.36,0,1.36,0,1.44691898293633,1.09861228866811,0.858661619037519,-1.57414067968805,0.78622,"weak"
"10nM","chr3",180813290,180813539,14.90909091,3,0,0,0,0,2.76689070118229,1.38629436111989,0,-1.17803062397118,0.78622,"weak"
"10nM","chr3",180859092,180859310,76.1,2.25,0,1.983333333,1.983333333,0,4.34510328056928,1.17865499634165,1.09304124350692,0.106272745849586,0.78622,"middle"
"10nM","chr3",180912186,180912414,181,26,5.128,6.053333333,11.181333333,0.847136563923301,5.2040066870768,3.29583686600433,2.49990472533807,2.46566651912391,0.78622,"strong"
"10nM","chr3",180922528,180922768,20.9,2.8,3.496666667,0,3.496666667,0,3.08648663682246,1.33500106673234,1.50333638162568,-0.248303457754369,0.78622,"middle"
"10nM","chr3",181851015,181851226,78.7,3.75,0,0.3,0.3,0,4.37826958579617,1.55814461804655,0.262364264467491,-0.103815130770982,0.78622,"middle"
"10nM","chr3",181875090,181875300,2.285714286,2.5,0,0.2,0.2,0,1.18958406696079,1.25276296849537,0.182321556793955,-1.97921946241858,0.78622,"weak"
"10nM","chr3",181947348,181947670,28.84615385,4.25,0,0.3,0.3,0,3.3960559822906,1.65822807660353,0.262364264467491,-0.561175824664974,0.78622,"middle"
"10nM","chr3",182284976,182285180,95.77777778,17.25,1.866,3.173333333,5.039333333,0.588025210145801,4.57241739953925,2.9041650800285,1.79829363052379,1.55015141674252,0.78622,"strong"
"10nM","chr3",182391697,182391924,6.75,1,0,0,0,0,2.04769284336526,0.693147180559945,0,-1.93667444104411,0.78622,"weak"
"10nM","chr3",182524743,182525330,73.36,13.15,0.1933333333,0.7671428571,0.9604761904,0.252017380479629,4.30891816285324,2.64971462408925,0.673187398019527,0.679739012206015,0.78622,"strong"
"10nM","chr3",182527738,182528150,57.35294118,2.777777778,0,0.3966666667,0.3966666667,0,4.06650976328914,1.32913594733877,0.334088445289803,-0.35541385811694,0.78622,"middle"
"10nM","chr3",182529380,182529634,13.18181818,1.166666667,0,0.595,0.595,0,2.65196073432296,0.773189888387328,0.466873736236808,-1.33126965991405,0.78622,"weak"
"10nM","chr3",182684267,182684566,13.8,10.91666667,1.048,0.7966666667,1.8446666667,0.760178117080153,2.69462718077007,2.47793798075163,1.04544589610942,-0.0619293238312411,0.78622,"middle"
"10nM","chr3",182699818,182700240,22.875,9.8125,2.041666667,0.3,2.341666667,0.146938775486214,3.17283188636679,2.380702872258,1.20646968462427,0.218676513398442,0.78622,"middle"
"10nM","chr3",182702346,182703010,22.80769231,18,0.65625,3.571666667,4.227916667,0.183737750799464,3.17000873476004,2.94443897916644,1.65401285588742,0.764448278248536,0.78622,"strong"
"10nM","chr3",182708902,182709146,25.44444444,19.55555556,3.03,1.49,4.52,0.491749174917492,3.27504609616719,3.02313124795832,1.708377860289,0.891398577123725,0.78622,"strong"
"10nM","chr3",182723997,182724184,14.22222222,9.142857143,3.496,0.3,3.796,0.085812356979405,2.72275634834592,2.31676972800009,1.56778223716527,0.138570473407995,0.78622,"middle"
"10nM","chr3",183182845,183183050,23.11111111,1,0.29,0,0.29,0,3.18267277615816,0.693147180559945,0.254642218373581,-1.21020916541723,0.78622,"weak"
"10nM","chr3",183291700,183291978,140.5833333,0.8,0,0.4,0.4,0,4.9528884716485,0.587786664902119,0.336472236621213,-0.301374209579506,0.78622,"middle"
"10nM","chr3",183341217,183341518,19,2.555555556,0,0.895,0.895,0,2.99573227355399,1.26851132558851,0.63921883853439,-0.787255703855705,0.78622,"middle"
"10nM","chr3",183826630,183826907,44.18181818,6.75,9.49,10.54428571,20.03428571,0.900013548665498,3.81069475325802,2.04769284336526,3.04615375925176,1.33580617822222,0.78622,"strong"
"10nM","chr3",183845694,183846064,89.625,16.4,5.115555556,5.754444444,10.87,0.888974705687505,4.50673011317484,2.85647020622048,2.47401420862158,1.84515163640886,0.78622,"strong"
"10nM","chr3",184011268,184011803,156.952381,9.222222222,1.89375,2.911111111,4.804861111,0.650524809185135,5.06229360152511,2.32456399969108,1.75869568910997,1.46455748959255,0.78622,"strong"
"10nM","chr3",184018157,184018425,64.2,49.3,16.12333333,20.83333333,36.95666666,0.773919999963827,4.17745946893261,3.91800507710569,3.63644515797876,2.87202709203343,0.78622,"strong"
"10nM","chr3",184110620,184110836,6.25,1.25,0.29,0,0.29,0,1.98100146886658,0.810930216216329,0.254642218373581,-1.77233648496716,0.78622,"weak"
"10nM","chr3",184597882,184598313,59.1875,17.82352941,1.4575,1.688333333,3.145833333,0.863277394050005,4.09746468955834,2.93510765164381,1.4221038137362,1.12134012964861,0.78622,"strong"
"10nM","chr3",184703797,184704045,4.5,3.375,0,0.8925,0.8925,0,1.70474809223843,1.47590651980958,0.637898706329467,-1.34715143296673,0.78622,"weak"
"10nM","chr3",184758525,184758865,8.8,1.5,0,0,0,0,2.28238238567653,0.916290731874155,0,-1.69079646133508,0.78622,"weak"
"10nM","chr3",184781441,184781692,7.818181818,1.8,0,0.2,0.2,0,2.17681570568439,1.02961941718116,0.182321556793955,-1.5872785952085,0.78622,"weak"
"10nM","chr3",184914802,184915050,11.375,1.4,1.165,0,1.165,0,2.51567830845475,0.8754687373539,0.772420361454453,-1.18503607256753,0.78622,"weak"
"10nM","chr3",185205980,185206345,31.93333333,6.9,0.39,23.61333333,24.00333333,0.0165160926053806,3.4944853159845,2.06686275947298,3.21900914918012,1.27233046957458,0.78622,"strong"
"10nM","chr3",185211508,185211918,65.29411765,20.875,11.655,1.7875,13.4425,0.153367653367653,4.19410117002793,3.08534443224368,2.67017524867328,1.91175571969717,0.78622,"strong"
"10nM","chr3",185556211,185556522,22.23076923,7.333333333,1.166,0,1.166,0,3.14547765988022,2.12026353616009,0.772882148578799,-0.167811003851243,0.78622,"middle"
"10nM","chr3",186566942,186567141,92.5,134,4.2225,16.904,21.1265,0.249792948414576,4.53796143629464,4.90527477843843,3.09677598520608,3.32200840691294,0.78622,"strong"
"10nM","chr3",186760534,186760770,110.2222222,2.857142857,7.186666667,0.3,7.486666667,0.0417439703134627,4.7115302017792,1.34992671691198,2.13849630450043,0.942498892236882,0.78622,"strong"
"10nM","chr3",186772690,186773057,114.8125,36.21428571,13.04,8.247142857,21.287142857,0.63244960559816,4.75197250404558,3.61669271202295,3.10400995869743,2.7250766717924,0.78622,"strong"
