"chrom","start","end","nearest_alu_subfamily","distance","set","dose","overlaps_alu"
"chr11",35389964,35390174,"AluJo",54,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",60757268,60757496,"AluY",1737,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",65418713,65418943,"AluSz",718,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",67027754,67028160,"AluSz",227,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",68216588,68216825,"AluSx",192,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",69515314,69515615,"AluSz",692,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",69891444,69892160,"AluSp",3591,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",69893095,69893358,"AluSp",2393,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",69894488,69894742,"AluSp",1009,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",70760322,70760616,"AluSx1",817,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",70805869,70806178,"AluSx1",1369,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",71481422,71481755,"AluSq2",951,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",72786429,72786789,"AluJr",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr11",73192419,73192619,"AluSx1",132,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",73193918,73194209,"AluSx1",1631,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",73194587,73194905,"AluSz",1952,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",73227825,73228428,"AluSz6",2836,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",76772557,76772997,"AluJb",1868,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",78145782,78145976,"AluYb8",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr11",78150701,78151042,"AluJb",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr11",78156088,78156725,"AluSx3",74,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",78259878,78260478,"AluSq2",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr11",78268284,78268550,"AluY",404,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",79059848,79060546,"AluY",1284,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",83004146,83004578,"AluSp",428,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",86499741,86500126,"AluSx",2458,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",86671304,86671913,"AluJo",2802,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",86674130,86674335,"AluJo",380,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",86706206,86706587,"AluJr",1474,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",94830911,94831123,"AluSx1",1397,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",101034100,101034421,"AluSc",6543,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",101299190,101299893,"AluY",2502,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",101336117,101336546,"Alu",695,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",101336966,101337155,"Alu",1544,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",101441743,101442115,"AluY",10021,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",101443739,101443998,"AluY",12017,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",101686780,101686989,"AluJr",6252,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",111334633,111334944,"AluJb",3054,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",111336115,111336370,"AluJb",1628,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",112293079,112293370,"AluSz",3963,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",117183834,117184187,"AluSq2",183,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",117185212,117185449,"AluY",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr11",118057852,118058270,"AluSz",2749,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",119910048,119910351,"AluJo",2255,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",123096438,123096743,"AluSx",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr11",126083188,126083375,"AluSc",1420,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",131692176,131692599,"AluJb",20015,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",131696695,131697243,"AluJb",15371,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",131700360,131700715,"AluJb",11899,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",131897303,131897609,"AluY",317,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",131900374,131900567,"AluY",3388,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",133215578,133215790,"AluJr",1981,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr11",134640089,134640353,"AluSp",5607,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",524184,524579,"AluSx3",106,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",1841580,1841820,"FLAM_C",6956,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",1932246,1932521,"AluJo",587,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",6237573,6237869,"AluSx",175,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",6264808,6265053,"FLAM_C",275,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",6363947,6364213,"AluY",261,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",13050125,13050514,"AluSx1",647,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",15216498,15216827,"AluJr",1642,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",15243197,15243413,"AluJr",837,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",23225814,23226285,"AluSx",2718,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",23235456,23235740,"AluY",3163,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",26101411,26101783,"AluJr",1904,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",26102261,26102464,"AluJr",2754,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",31773480,31773790,"AluSc8",571,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",45596283,45596581,"AluSg",1428,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",46201483,46201892,"AluJb",19,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",46209311,46209501,"AluSx",5916,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",48021986,48022245,"AluSz6",703,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",49187999,49188205,"AluSx1",3406,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",52148734,52149197,"FLAM_A",3587,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",52344874,52345113,"AluSq",162,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",52895235,52895499,"AluSc8",270,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",52969960,52970260,"AluSz",219,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",52971925,52972379,"AluSp",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr12",53978026,53978223,"AluSz",29575,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",53983344,53983634,"AluSz",34893,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",53990333,53990624,"AluSz",41882,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",57088680,57088882,"AluSg",1318,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",57918200,57918390,"AluSz",1398,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",64019010,64019552,"AluSx",621,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",64081278,64081546,"AluSq2",902,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",64611098,64611331,"AluSx",1145,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",69440144,69440469,"AluSz",537,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",74871271,74871480,"AluJb",2807,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",74871725,74872207,"AluJb",3261,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",74873193,74873468,"AluJb",4729,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",79022855,79023210,"AluSc",8704,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",89464959,89465290,"AluSg",175,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",97500583,97500916,"AluSx",626,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",97568691,97569064,"AluSx1",8336,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",101697296,101697838,"AluSx",1247,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",101698601,101698835,"AluSx",250,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",106277108,106277305,"FAM",543,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",106279273,106279661,"FAM",2708,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",115870234,115870527,"AluSx1",611,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",115872150,115872511,"AluSx1",717,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",116385882,116386145,"AluSz6",138,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",116390368,116390881,"AluSx3",373,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",116495348,116495589,"AluJr",221,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr12",131860844,131861118,"AluJb",257,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr13",20505690,20505964,"AluSx",309,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr13",22979086,22979375,"AluSq2",786,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr13",25659175,25659565,"AluSq2",523,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr13",29908931,29909256,"AluSq2",2446,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr13",29918804,29919083,"AluJo",491,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr13",29920143,29920372,"AluJo",279,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr13",32068354,32068549,"AluY",360,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr13",33345668,33345980,"AluSx",633,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr13",33642694,33643074,"FLAM_C",1313,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr13",33648855,33649126,"AluSp",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr13",40993831,40994152,"AluJr",48,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr13",41017129,41017488,"AluSp",186,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr13",46143262,46143472,"AluY",316,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr13",98293166,98293502,"AluSq2",1233,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr13",98301000,98301200,"AluJb",4042,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr13",106861100,106861482,"AluSx4",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr13",106861930,106862139,"AluSx4",636,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr13",113928666,113928964,"AluSz",3613,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",23072217,23072417,"AluSp",981,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",33781403,33781727,"AluSp",2995,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",36656290,36656506,"AluJo",11654,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",36856192,36856452,"AluSq2",9512,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",45891482,45891734,"FLAM_C",3576,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",45892610,45892875,"FLAM_C",2435,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",61559294,61559589,"AluJr",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr14",63547828,63548081,"AluSz",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr14",64234982,64235320,"AluSx3",1638,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",67480090,67480375,"AluSx",357,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",67533755,67533989,"AluJr",308,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",68177756,68178017,"AluJr",3359,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",68255897,68256159,"AluJb",1985,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",68306732,68307268,"AluSz6",2551,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",68309476,68309744,"AluSz",820,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",68393554,68393840,"AluSz",5158,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",68458229,68458512,"AluJo",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr14",68459000,68459401,"AluJo",736,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",68570025,68570428,"AluSg4",2710,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",68945949,68946146,"AluSx",757,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",71500795,71501019,"AluSp",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr14",73784782,73785039,"AluJo",2155,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",75260047,75260454,"AluSx1",593,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",75521342,75521755,"AluSz",3312,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",75535855,75536320,"AluJr",124,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",77099699,77099984,"AluSx",246,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",77400219,77400634,"AluSg",459,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",79413593,79413908,"AluSz",787,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",90512296,90512638,"AluSx",1029,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",91276446,91276726,"AluSx1",236,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",91326020,91326352,"AluSx1",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr14",91393085,91393374,"AluSx",282,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",91418102,91418453,"AluY",1492,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",93011691,93011948,"AluJr",9323,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",93017371,93017749,"AluSz",3562,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",95056464,95057065,"AluSx1",223,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",96574932,96575160,"AluSz6",2197,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",98806560,98806863,"AluSg",1089,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",98903527,98903807,"AluSx1",1723,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",99964964,99965421,"AluY",689,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",100012352,100012650,"AluSq",1657,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",100096524,100096836,"AluSz6",499,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr14",105032374,105032598,"AluY",103,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",33067881,33068279,"AluSp",1715,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",39668492,39668835,"AluJo",1638,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",50181504,50181706,"AluSz",2289,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",57591655,57591874,"AluSz",2253,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",63387803,63388082,"AluSz",454,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",64703682,64703995,"AluSx",186,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",65286212,65286435,"AluSp",775,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",65569981,65570167,"AluJr",261,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",69482758,69483022,"AluSz6",374,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",69554321,69554635,"AluSx3",1667,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",70321135,70321596,"AluJo",642,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",70378089,70378445,"FLAM_C",11735,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",70462957,70463342,"AluJb",1079,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",71079147,71079399,"FAM",1214,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",71083943,71084168,"AluJr",335,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",71096656,71097127,"AluJb",156,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",71104718,71105063,"AluSq2",1854,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",71252085,71252436,"AluSz",977,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",71975454,71975654,"AluSz6",1571,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",73710158,73710462,"AluSz",1411,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",74817223,74817750,"AluSx1",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr15",80679478,80679709,"AluSp",269,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",81092034,81092375,"AluSx1",1091,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",82952222,82952420,"AluY",1172,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",89115589,89115819,"AluSz",808,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",92639225,92639469,"AluSx1",801,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",92645551,92645893,"FLAM_C",2287,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",95894400,95894713,"AluSc8",1590,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",95895616,95895914,"AluY",506,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",95911551,95911958,"AluSq2",5001,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",96001595,96001813,"AluSx3",2935,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr15",100517163,100517480,"AluSg",1402,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",450621,450824,"AluSz",143,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",451683,451884,"AluSx",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr16",451683,451884,"AluSq2",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr16",1287678,1288355,"AluJo",79,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",1296979,1297245,"AluSc",68,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",1378902,1379165,"AluSx",1509,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",3166515,3166962,"AluY",556,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",4113447,4113715,"AluSx3",2039,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",4152178,4152672,"AluSx1",151,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",8679307,8679515,"AluJr",130,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",16973807,16974581,"AluSz",377,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",17459596,17459856,"AluJb",220,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",19987799,19988033,"AluSc",1,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",20014159,20014401,"AluSz",701,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",23079696,23080004,"FAM",117,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",23137876,23138248,"AluJb",645,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",23148587,23148870,"AluJr",635,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",25040399,25040859,"AluSp",63,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",25119635,25119853,"AluSc8",26,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",27898014,27898289,"AluJr4",416,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",29310769,29311213,"AluSx",11261,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",53045499,53045796,"AluJo",249,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",53099392,53099787,"AluJo",667,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",53775587,53775855,"AluSq",4577,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",54085500,54085715,"AluJr4",1807,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",54094773,54094959,"AluJr",109,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",54424171,54424407,"AluJo",847,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",54425702,54426002,"AluJo",2378,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",56370795,56371238,"AluSz",1467,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",57622778,57623025,"FRAM",637,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",66278150,66278345,"AluSz6",5630,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",68745702,68745970,"AluSx",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr16",72914400,72914601,"AluSz",109,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",72929424,72929739,"AluSz",168,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",79037583,79037931,"AluSq2",622,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",79171841,79172164,"AluJb",580,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",82137252,82137618,"AluSz",1752,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",82138527,82138752,"AluSz",3027,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",82152709,82152950,"AluSg4",30,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",85147326,85147791,"AluSc",53,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",85288929,85289271,"AluSx",665,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",85306160,85306467,"AluSz",45,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",85465998,85466335,"AluSx1",443,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",88763517,88763836,"FLAM_C",0,"SetB_v2_ER_H3K27ac_PROseq","100pM",TRUE
"chr16",88927117,88927631,"AluJr",4723,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr16",88928299,88928766,"AluJr",3588,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",6676115,6676367,"AluSq2",2153,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",28498023,28498234,"AluJr",4550,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",28536794,28537335,"AluSx",1032,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",40311330,40311520,"FLAM_C",3683,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",40322324,40322625,"AluSx1",2346,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",40448676,40449010,"FLAM_C",330,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",40576062,40576582,"AluJr4",206,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",40687476,40687793,"AluSq2",475,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",40701124,40701328,"AluJo",64,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",41416014,41416249,"AluSx",638,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",41536052,41536282,"AluSq2",1668,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",45901164,45901417,"AluSz",656,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",47674067,47674299,"AluJr",553,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",50317327,50317567,"AluJo",112,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",50944376,50944836,"AluJr4",460,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",50948242,50948467,"AluSz6",287,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",50950049,50950243,"AluSx",900,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
"chr17",56173942,56174168,"AluJr",182,"SetB_v2_ER_H3K27ac_PROseq","100pM",FALSE
